ucla_scale,text_lone,loneliness,la,sr,sb,others,score_lone,text_la,score_la,text_sr,score_sr,text_sb,score_sb
51.0,友人とも疎遠になっているため,True,True,,,,3.0,家族とはお互い大切に思い合っている,3.0,あまり外出が好きではないので、友人の誘いを断り続けていたら誘われなくなった,2.0,他者との付き合いが薄いので、忘れられている気がする,2.0
59.0,ひとりで居るのが好き,False,,,,,3.0,ペットは飼いたいが世話がたいへん,2.0,話しをしても無視される,3.0,人とかかわりたくない,2.0
53.0,一人暮らしなので孤独は常に感じますよ,True,True,,,,3.0,愛情とかはそもそも感じません,2.0,人とか変われば多少なりとも受け入れられていると感じます,3.0,常に人とか関わったている訳ではないのでたまにしか感じません,2.0
59.0,自分から連絡をしようと思う親友や友達がいない。,True,True,,,,3.0,たまに会うのは家族ぐらい,2.0,たまに家族と行動を一緒にすること,3.0,たまに家族と旅行をする時,2.0
44.0,無料の何でも屋を趣味としてやっているので、誰とでも話して、孤独ではない。退職後は意識して順次友達を減らし、一人で静かに過ごすことに決めた。,False,,,,,2.0,家の前の歩道の１ｘ１５ｍぐらいの植木が枯れたところに野菜を栽培し、通りすがりの名前も知らない人が話しかけてくるので相手にしている。出来た野菜をあげたり、苗をあげたりしている。,3.0,無料の何でも屋で、下水配管のツマリ直し、電気製品の修理、不具合点検、あらごみ処理等、近所の人に頼りにされ、ありがたがれている。,3.0,近所の集会、催し事には、面倒くさいので一切参加していない。,2.0
37.0,孤独が1人でいる時間と言う意味であれば、基本的にその時間は好きです。本を読む、動画を観る、運動をするなど、好きなことをしているときに、孤独が入り込む隙はありません。,False,,,,,2.0,スポーツクラブでは会話や挨拶するメンバーが何人もいて、家に帰れば話題の尽きない妻がいます,4.0,孫の運動会に行き、プログラムに参加したら、孫が気づき、とても喜んでくれた,4.0,スポーツクラブの仲間たち、同じ市内に住む息子家族、退職した会社の同僚と、ほどよい距離感で付き合えていると思います,4.0
42.0,家内も自分も体は特に不具合もなく、好きなゴルフもできるから特に孤独感は感じない,False,,,,,2.0,家内や親族から少しは頼りにされているから,3.0,地域の健康促進クラブで週一の運動を継続しており、そこそこ仲良くやっているから,3.0,地域の運動クラブで仲間とはそこそこ楽しくやっており、特に不満はない,3.0
45.0,一人でテレビドラマを見る時間が欲しい。,False,,,,,3.0,ペットの犬と一緒にいる時間が楽しい,3.0,定期的に友達を誘って飲み会を実施みんな、和気あいあいな時間を！,3.0,友達と定期的に近況や場合によっては食事を共に！,4.0
49.0,入院しても家族以外は全く気にかけられずとっても疎外感を感じる。,True,True,,,,3.0,外出から帰った時や家にいても犬が飛びついてきて嬉しい,3.0,自治会の会合でも自分に賛同してくれる意見が多く地域から受け入れられていると充実した気持ちになる。,3.0,久しぶりに知人であっても体調など聞いてくれ気にかけていてくれるのだと感じた。,3.0
38.0,40年来ｎ友人が居て毎週一度は電話するし隔週一度は温泉施設で炭酸温泉入浴を楽しみ終わったら同じ施設内の喫茶店でコーヒーを味わい会話を一時間位楽しむ,False,,,,,2.0,マンションなので管理人さん・掃除のご婦人2人と一日一回は挨拶以上に会話をかわす,4.0,隔週会う友人に必ずお菓子とか飲み物をプレゼント,4.0,妻には絶えず何かしらのご褒美にプレゼントしてる,4.0
54.0,家族が居て趣味があるので孤独感は感じない,False,,,,,2.0,家族があるのである程度は満たされる,3.0,必要以上に接触をしないのでそこそこには受け入れられる,3.0,家族があるのである程度受け入れられている,4.0
45.0,家族や親戚の者は親しくしてくれるが、友人との交流が少なくなってきている,True,True,,,,3.0,家族や親戚の者は暖かくっ接してくれる,4.0,言ったことがなるほどと思われないことがある,3.0,あてにされていると感じる,4.0
53.0,あまり人と接していないから,True,True,,,,3.0,時々人と話ができるから,3.0,物事をお願いしたときやってもらえる人がいる,2.0,人とあまり接していないから,2.0
48.0,家族や友人に連絡を取ることができる。,False,,,,,2.0,家族との会話やたまに会う友人との食事などで感じることができる。,3.0,友人とのたまのLINEや食事などでお互いを称えあったり、注意し合ったりする。,3.0,友人や家族などとLINEやmailで連絡をすることができている。,3.0
32.0,日々一緒に生活している妻がいる。,False,,,,,2.0,3食バランスが取れた食事が食べれる。,4.0,近所の人からの愛情が感じられる。,4.0,町内活動を皆とワイワイやらせてもらっている。,4.0
56.0,加齢と共に行動力が落ちて寂しくなる。,False,,,,,3.0,パートナーが居るだけで良いと思う。,3.0,極力他人との関わりを避けたい。,2.0,必要あれば行動にでるつもり。,2.0
38.0,することがたくさんあるので孤独感を感じている間がない,False,,,,,2.0,家族が常にそばにいて愛情を感じている,4.0,家事の手伝いをして有難がられている,4.0,家族に必要な存在だと思われている,4.0
49.0,妻や子供と同居している,False,,,,,2.0,妻が家族につくしてくれている,3.0,収入を得て家計を支えている,3.0,収入を得て家計を支え、税金で社会貢献している,3.0
58.0,いつまでの人生かを、考えると孤独感がでてくる。,False,,,,,3.0,子供、孫が、かまってくれているかんじる。,3.0,自治会活動を通じて、役員をしているので、忙しいときがある。,3.0,役員の仕事が忙しいときは、ほかのことを考えられない。,3.0
26.0,妻が他界した事でも子供達が居てくれる,False,,,,,3.0,子供達と仲が良いから,4.0,子供達と仲が良く、お節介はしたくないので自分からではないが、良く食事を楽しんでいる,4.0,子供達が常に居てくれ楽しく過ごしている、,4.0
36.0,同居家族の人数が多く、常にだれかと接しており、時として煩わしく感じるほど、日常的に関わりが強い。,False,,,,,1.0,妻や息子の嫁が、常にそっと気配りをしてくれている。,4.0,同期会など、日時や場所まで準備して、開催時に喜ばれた。,3.0,家族や友人と、常にお互いが気づかい合っていると感じている。,4.0
35.0,仕事に没頭しており、孤独感を持つ事がない。,False,,,,,1.0,自宅に戻るとほっとする。,3.0,私なりに世の中の役に立っている。,4.0,常に他人と接し、有意義な日々を過ごしている。,3.0
53.0,時々遊びに行く友人はいるが他に誰かいると話題がその人に偏って、自分に話しが振られて来ないと感じることがある,True,,True,,,3.0,本当に家族にとって自分は必要なのかわからないことがある,2.0,何か重要な事があっても自分から行かないと誘って貰えない,2.0,後報告が多く自分が居なくても関係無いのでは無いかとかんじr,2.0
58.0,特にこれという趣味がなく、大勢の中でワイワイするのはとても疲れる,False,,,,,3.0,コロナで旅行に行けず家族から邪険にされがち,2.0,近所付き合いも普通だし、時に気になることはない,3.0,普通にしているつもりだが、あまり関わりを持っていない,2.0
41.0,生活していくうえで、そう感じたことはない,False,,,,,2.0,ペットがなついている,4.0,家族で食事を摂るようにしている,4.0,無視されたりする事は無い,3.0
36.0,家族と一緒に暮らしており、直ぐ近くに子供や孫もいるので、孤独感は感じない。,False,,,,,1.0,家族とお互い支えあっている。,3.0,家族で、お互いを気遣い、助け合っている。,3.0,当然すぎて、特別に感じたりはしない。,2.0
53.0,無理に考え方の違う人に、自分を合わせる必要はない。,False,,,,,2.0,いつも一緒にいて、頼られている。,4.0,他人と接することを好まないので、そういうことは考えない。,2.0,集団の一員にはなりたくない。,3.0
45.0,配偶者や子供、孫と同居しているので、孤独感はない　,False,,,,,2.0,猫を２匹飼っているので、大変癒されている。,3.0,家族中心の生活なので、特に問題が無く生活が出来ている。,3.0,家族には何にも変えられない存在感がある。,3.0
57.0,妻以外の人と話することがない日が多い,True,True,,,,3.0,ペットの猫と 戯れる 時間が ある,3.0,就任3回ほど ショッピングに出かける時は常に妻と一緒,4.0,家庭では頼りにされていると感じている,4.0
52.0,本当に親友とよべる友達が少ない,True,True,,,,3.0,家族以外からの愛は強く実感できない,2.0,友人等の飲み会が少なくなった,3.0,地域の付き合いが乏しく寂しく思っている,2.0
28.0,サークル活動や趣味に参加していること,False,,,,,1.0,メダカの飼育や草花の手入れ等々,3.0,サークルの仲間との付き合いで頼りにされている,4.0,困ったときの相談相手になることが多々ある,4.0
44.0,趣味のプラモデルに没頭しているから,False,,,,,2.0,客商売をしているので必ず常連客か来店するから。,4.0,客商売をしていて常に自分目当ての客が来る。,4.0,客商売をしていて常に自分目当ての客が来店する。,4.0
35.0,昔の職場の友人とは定期的に食事会、飲み会をしている、ご近所さんとわ毎日挨拶している。,False,,,,,2.0,妻がいる、孫も時々会う、子ども達家族も時々来る,3.0,ウォ一キング友にウォ一キング以外の場所、買物などで会うと立ち話しをしたりする。,3.0,職場の友人、近所の友人、家族、定期的に食事や宴会をする,4.0
51.0,普通の友達はいるけど本当の親友はいない,True,True,,,,3.0,定年退職後は他人とほとんど連絡などしなくなった,2.0,コロナ発生後外出するきかいが少ない,2.0,自分から積極的に他人と話さなくなった,2.0
31.0,家族と同居しているから。,False,,,,,1.0,直接会ったり、メールのやりとりを頻繁にしているから。,4.0,仲間内の集まりのレポートをメーリングリストに発表して感謝されているから。,3.0,家族、友人の誰とでも打ち解けた会話をしているから。,4.0
49.0,やりたいことを優先する,False,,,,,2.0,特にそのような会話をしない,2.0,定年後付き合いがない,2.0,自分のやるべきことを優先している,2.0
34.0,常に家族と話すし､友人や元会社の仲間とも連絡を取り合っている。大手スーパーのラウンジの人やパートさんとも世間話をする。,False,,,,,2.0,毎日､いろんな友人から連絡があるし､家族とも会話が多い。,4.0,地域の清掃活動やユニセフ等に募金を行っている｡,4.0,地域や友人関係も良い,4.0
56.0,他人と係るのが苦になるので孤独を自ら選んでゆく感じ。,False,,,,,3.0,他人から受ける愛情が満たされていない方が情緒が安定しているようだ。,2.0,自分の行動によって社会環境に受け入れられていない方が落ち着く。,2.0,周りに馴染めず溶け込めない方を自らが望む。,2.0
44.0,初めて会った人とも、比較的気楽に話が出来る。,False,,,,,2.0,何でも、話し合える配偶者がいる。,3.0,近所の知人とたまに飲み会をやっているが、いつも喜んで来てくれる。,3.0,知らない人にも、相手が望んでいるかどうか分からない話しかける時がある。,3.0
24.0,麻雀やゴルフの仲間がいるし娘や孫達に囲まれて楽しい日々を過ごしている。,False,,,,,1.0,毎日孫に会っており、満たされている。,4.0,2週間に一度昔の仲間達と麻雀をして楽しく過ごしている。,4.0,家族、ゴルフ仲間、麻雀仲間と楽しく過ごしている。,4.0
41.0,仲間でバンドを定期的にやっています。,False,,,,,2.0,家族との会話があるので問題はない。,3.0,楽器練習を頑張った結果、仲間に喜んでもらえた。,3.0,誕生日には離れて暮らしてる娘から連絡がくる。,3.0
41.0,趣味が読書なので、あまり感じない。,False,,,,,2.0,妻が一緒にいるので感じたことはない。,3.0,田舎に住んでいるので、盆と年末の挨拶は欠かしたことがない。,4.0,家族一緒にご馳走を囲むし、時々には孫とも遊ぶ。,4.0
35.0,妻との会話したり散歩したりで日々楽しい,False,,,,,1.0,孫達とのメールのやりとりが楽しい,4.0,孫達に誕生日やクリスマスのプレゼントを渡すと大変喜んでくれる,4.0,年配者の多い町であるが皆気軽に挨拶をかわして世間話をすることが多い,4.0
39.0,親しい友人も家族関係も良好で毎日妻とペットと一緒に散歩しているので充実した毎日を送っている。,False,,,,,2.0,一日を好きなことで過ごしているので毎日がとても充実していると感じています。,4.0,今は無職なので会社、学校は関係ないが町内会の行事にはいつも参加しているし、毎日妻と一緒に散歩しているので家族関係も良好です。,3.0,町内会の行事にいつも参加しているので世間と剥離しているとは全く感じていない。,4.0
36.0,まわりと常におしゃべりする。話題もよく合う。,False,,,,,2.0,毎朝ベッドまで起こしにくる。散歩をせがまれる。,4.0,出ると常に頼られる。,4.0,常に色々の連絡や相談がくる。,4.0
63.0,ペットも飼ってないし一人暮らしなので気楽に話す相手がいないから,True,True,,,,3.0,隣のおばさんからたまに炊き込みご飯を貰うくらいなので,2.0,ゴミ置き場や歩道や通学路などの雑草取りをしている時に感謝されるので,3.0,今は順番で隣組の組長をしているので少し感じる,3.0
36.0,特に感じないが、家族がいて、孫も遊びに来る。近所の人たちとも気楽に話ができる。,False,,,,,2.0,犬が好きで、家の犬だけではなく、近所の犬とも仲良しだ。,4.0,近所の人たちからいろいろ相談を受ける,4.0,町内会の誘いをよく受ける,4.0
27.0,仲の良い友だちがいっぱいいます。,False,,,,,2.0,幸せなファミリーに囲まれている。,4.0,楽しい毎日毎日で申し分ないです。,4.0,楽しい家族に囲まれ幸せ。,4.0
38.0,高校、大学、職場、ジムなど各場面での友人が今も連絡している,False,,,,,2.0,休みの時には家族で買物、食事に出かける,3.0,飲み会での幹事をしている,3.0,飲み会を定例的に開催している,3.0
52.0,親しかった唯一のの友が亡くなった,True,True,,,,3.0,ペットの猫が添い寝をしてくれる,3.0,年に数回夫が温泉旅行に誘ってくれる,3.0,家庭の中の会話が多い,4.0
45.0,時々会える中のよい友達がいます。,False,,,,,2.0,ペットのネコが自分を頼ってくれるので愛情を感じます。,3.0,友だちの誕生日に食事に誘ったら喜んでもらえたです。,3.0,仲の良い友達がおり沢山話をするので良い付き合いができていると感じています。,3.0
51.0,主人なくしての孤独感,True,True,,,,3.0,兄弟とペットとかで癒されている,3.0,嫌われることなく親切にされている。,3.0,いつも頼りにされている。,3.0
43.0,娘たちに何年も連絡出来ない会えない,True,True,,,,3.0,近くに住む人たちと楽しく話が出来る,3.0,離婚によって家族バラバラ,4.0,近くのともだちと楽しく会話している,2.0
49.0,人生を振り返ると色々あります。,False,,,,,4.0,近所の方にはよく助けて貰っているので。,3.0,自治会の清掃活動への参加。,3.0,自治会や民生さんの人達に色々お世話になっているので。,3.0
50.0,家族はいますが専業主婦のため、社会とつながっていると感じることが出来ず、家に1人でいる時には孤独を感じることがあります。,True,,,True,,3.0,家族や友人と楽しく過ごしている時に、満たされていると感じることがあります。,3.0,家族や友人に食事を誘ったら、みんなが快く集まってくれた。,3.0,声をかけると快く集まる家族や友人がいるため、みんなと馴染んでいると感じることがある。,3.0
29.0,その時々、やれる事を精一杯やっているので、自分を信じて、孤独感は無い。,False,,,,,1.0,常に自分を見つめて、自分に信頼感を持っているので淋しさは無い。,4.0,今まで、生きてきた証しを信じて、何でも自分でやれるので、自信が持てるから。,4.0,自分を信じて生きて行けば、子や孫に伝わると思うので。,4.0
43.0,子供の同級生のお母さんやウォーキングの仲間等がいるから。,False,,,,,2.0,子供などからの電話や孫との交流があるから。,3.0,友人とウォーキングする事で健康のためにもなるし話しをする事でお互いに理解を深めている。,3.0,健康のためにスポーツをする事で仲間と話をすることで理解を深めている。,3.0
47.0,大勢と繋がっていることが孤独感がないということにはならない,False,,,,,2.0,ここ一番の時に見てくれて手を差し伸べてくれる人がいる,3.0,ごくごく常識人で懐が深いと自負している,4.0,普段は付かず離れずだが、困った時には手を差し述べてくれる人がいる,4.0
40.0,色々知りたいことややらなきゃいけないことがたくさんあるので死んではいられない,False,,,,,2.0,となり近所から未だに貰い物も貰うし自分から渡すことも多々ある,3.0,丹精込めて作ったオリジナルの南蛮味噌が高評価でまた食べたいと結構言われる,3.0,私が作る常備調味料が高評価でまた作って欲しいといたるところで言われる,3.0
38.0,ボランティア仲間や家族や姉妹と、親しく付き合い楽しく暮らせている,False,,,,,2.0,ボランティア仲間や姉達などが、困ってたときに助けてくれるので。,3.0,ボランティア活動で誰かの役に立てているし、自分を助けてくれる仲間がいるとも感じるから。,4.0,ボランティア活動で仲間に頼られるので集団に属して役立っていると感じる,4.0
31.0,趣味仲間や、登山て厳しい山に登った仲間がたくさんいたこと。,False,,,,,2.0,    困ったことかある時に、いつも話を聞いてくれる友だちがいる,4.0,いつも待つ手てくれている。,4.0,いつも一緒にさんかしてくれる。,4.0
52.0,一人が好きなので、誰とも接触がなくても孤独感は感じない,False,,,,,2.0,私の気持ちとは関係なく、身近な人が私の事を心配してくれる,3.0,張り切って凝った料理を作ったら、主人がとても喜んで食べてくれた,2.0,町内のリサイクルや清掃活動に参加した,3.0
35.0,夫や友達はいて日々は満足して生活しているが、ふと親姉妹がいなくなった寂しさを感じる時は孤独を感じる。,True,True,,,,3.0,夫には友だちとの交流も自由にさせてもらっているので。,3.0,ボランティア活動をして仲間と一緒に社会と交わっているから。,4.0,家族とも友人とも楽しい時間を継続的に持てているから。,4.0
40.0,頼れる家族がいるかあら。,False,,,,,2.0,頼れる家族がいるかあら,3.0,町内の行事などに参加していること。,3.0,地域活動に積極的に参加していること。,3.0
37.0,主人も茶道の友達も常に親切に接してくれる,False,,,,,2.0,主人に大切にしてもらえる,3.0,町内会等の会合やイベントでも普段通り接してくれる,3.0,町内会や趣味のサークル活動でも和気あいあいとやれている,4.0
53.0,主人が2月26日に亡くなった。生前は空気みたいな存在だった様な  それでも、側にいて、見守ってくれていた事にきずいた。やはり、1人は寂しく孤独なものだと,True,True,,,,3.0,学友が、主人の死をしり、直後に毎日メールをくれ、話し相手になってくれた事,3.0,兄が倒れた時、義姉を助け、力強く励まし相談相手に、涙だして喜んでくれた時,3.0,主人の死後、近所の方方から、良くお声掛けを頂くように何時迄も、ここにいてねと皆さんの優しさを実感したりしております,3.0
28.0,家族や友人がいるからあまりないです。,False,,,,,1.0,家族や友人が優しい。,4.0,毎日ほどほど頑張っている事を認めていてくれる。,3.0,周りから常に優しくしてもらっている。,4.0
49.0,高齢にな友人が亡くなった事を知った時。,True,True,,,,3.0,今動物を飼いたくても高齢だから飼えない。,2.0,人とのかかわりが以前より減っていると思う。,2.0,同居家族がいて良かったと思う。,3.0
44.0,友人は少ないが、家族には恵まれている。仕事を通じて社会に繋がっているので、孤独感は今のところ感じない。,False,,,,,2.0,家族が近くで暮らしているため愛情を感じる。,3.0,仕事で成果があがったとき,3.0,仕事でお客様に喜んでいただいていると思う。,3.0
21.0,親しい仲間とバレーボールを楽しみ日々有意義な生活を過ごしている。,False,,,,,1.0,バレーボールの仲間から頼られている。,4.0,地域活動にも積極的に参加し多くの人に受け入れられている。,4.0,バレーボール仲間から頼られている。,4.0
50.0,他人には孫がいるが、私にはいないので。,True,True,,,,3.0,ペットはいなくてもよいから,2.0,車で迎えに行ったら、遅いと文句を言われた,3.0,同窓会に行って皆と仲良く会話した,3.0
42.0,周りに話せる友達がいる。県外にも話せる友達がいる。,False,,,,,2.0,食事に行く事を誘われるし、そこでたくさん話せる。お茶しようと誘われる。,3.0,元職場の人から相談を受けたりする事やアドバイスが欲しいとか言われる事がある,3.0,買い物に言っても良く話しかけられたりする。,3.0
37.0,仕事：パート仲間とは上手く付き合っており 楽しく働いている趣味：インタ－ネットは30年以上の私の友であり毎日楽しくやっている 他にも読書や音楽鑑賞など老後について：世話になるであろうと思われる姪(実兄の長女)とは葬式の件などを含め 常に連絡を取り合っている現在：兄夫婦(82歳と83歳)とは昔から仲が良く 長女夫妻や二女夫妻にも2ｹ月に一度は会っている　　　孤独などとは私(77歳)には無縁と考えている　　,False,,,,,1.0,現在の生活に不満はなく満たされています仕事仲間(ファストフード)とはLINEなどやっており《時々ある》と答えたのは不満があるわけではなく…年齢差を考慮しただけです 仲間は高校生からいますから,3.0,パ－ト仲間とうまく付き合っている,4.0,自分の努力の結果だと思います若い頃から「相手が変らないのであれば自分が変る」を実践しており 争いも好まないので性格なので,4.0
34.0,孤独感は.’ほとんどない常に、サークル活動.ボランティア等で仲間が多いから,False,,,,,3.0,友達仲間と人生について悩みや楽しい会話等有意義な時間を過ごしている,4.0,時々、家で仲間達とお食事会などしている,4.0,常に、よく人生談話で過ごしている,4.0
43.0,子供達にそれぞれ家庭があり、夫は生涯現役と・・希望があり・・・孫もしっかりお友達ができ・・・・当たり前のことながら・・・・寂しく思います出身が現在の場所ではないことも　学生時代の友人と連絡を取らないのも　理由の一つです,True,True,,,,3.0,他人との接点が少ないので・・・・答えに窮します,2.0,お誕生日その他記念日は必ずお祝いしてもらえます,3.0,マンションコンシェルジュやセキュリーティースタッフと　良好な関係にある,3.0
30.0,子供と暮らしていて良く私を見ていてくれると、毎日感じるし、趣味仲間や、信仰仲間にも、恵まれ、困っている時は手をさしのべてくれる,False,,,,,2.0,常に家族の会話もあるので,4.0,地域役員をしていた仲間から茶会などさそわれる事が、多い,4.0,体調が悪くて外に出ないひが、多くなった時など、暫く顔見てないけど、と、電話まで頂けてます。,4.0
38.0,後何年生きられると思う時に孤独感を感じる,True,,,,True,3.0,愛猫と戯れている時です,3.0,常に同じ目的に向かって頑張ってる仲間が居る,4.0,常に仲間と高めあい助け合う場がある,4.0
32.0,いくつかの小人数のグループ 各々全く関連性のないところどで年数回の楽しみを持っている,False,,,,,1.0,よく話を聞いてくれる人がいます 自分自身のことが気付きが多くなり生きやすくなる,4.0,はじめての人に出会うチャンスはほとんど無いのですが時々会う人たちとは楽しく過ごせる,3.0,家族に会うときに何でも楽しく思えるようになった,4.0
46.0,5年前に突発性発難聴罹患し、難聴。片耳は聴神経か機能していない状態で日常会話に支障がある為に会話に困難,True,True,,,,3.0,家族の協力がある。大きい声で耳元での会話,3.0,難聴である事を周囲に周知しているので、大きいな声です話し掛けしてもらっている,3.0,難聴であるので会話の輪に入れない,2.0
37.0,好みのサークルやその他OG会の交流があり孤独感を感じてない,False,,,,,2.0,近くに住む子供が常に気にかけてくれてる,4.0,グループ会食時の設定などしたとき等喜んでもらえた,3.0,最近転んでしまい大事に至らなかったが打撲通があり毎日してたウオーキングを休んでるが早く行けるようになること,3.0
75.0,他人との付き合い方が未だに分からず、それが孤独感に繋がって感じる時が有る。,True,True,,True,,3.0,「他人から受ける愛情」には期待していない。,1.0,自分の得意分野で、周りの人間から重宝されている。,3.0,自分の得意分野で、周りの人間から頼まれる事が有る。,3.0
32.0,趣味やボランティアが一緒の友人がいるため,False,,,,,2.0,一人暮らしを心配して毎日、生存確認をしてくれる友人がいる。,4.0,小学校にボランティアに行ってるが、先生や子供に感謝される,4.0,ある団体の支部長をしているが、会員から感謝の言葉をかけてもらえている。,4.0
48.0,親しくしていた人や仲間が、死んだり弱ってゆくので、なかなか新しい交友関係を見つけるのが難しい。親族も高齢になり、また子供たちもそれぞれ独立し、社会的な難問を抱えているので、頼るのは困難ですが、いざというと時の安心感は、ややある。単身なので孤独死で、発見が遅れたりするのは、はややり不安です,True,True,,,,3.0,やはり連休などたまに、子供が買い物を手伝って、重い荷物を運んでくれたり、孫達も一緒に車で宿を取って旅行に連れて行ったくれたりすると、肉親ならではの気遣いを感じる,3.0,企業から、社会参加する機会のメールが来たり、ヤフオクやメルカリなどの売買で、感謝をお礼の言葉があったりすると、受けいらられている事を実感し、社会的な意欲と、やりがいに繋がる,4.0,日常の中で満足感があり、忙しさと、くつろぎとのバランスが取れて行けるので、心身共に自身には不満がない,4.0
65.0,まさかの夫はモラハラだった。今心の平静を保つ為、夫とほとんど話をしない。そこが元凶で近所付き合いも希薄になり孤独を感じる。,True,,True,,,4.0,子供がよく状況をわかってて、さりげなく心を寄せてくれる。,3.0,仕事はしてない年金暮らしである。社会的にというと、性分で地区のゴミステーションは毎回掃除しているが、人がいない時間に行くので評価されることはないしそれがいい。,2.0,仕事はしていない。家庭は家庭内別居である。子供だけが心を寄せてくれる。,2.0
60.0,何もすることがなくてただテレビをみている,False,,,,,3.0,一人でテレビをみているしかない,2.0,出ないのでなにもない,2.0,なにもないのでないです,2.0
30.0,近隣に高齢の気遣かってくれる家族がいるので一人暮らしでも趣味に没頭でき安心している,False,,,,,1.0,少し離れている家族から一人暮らしの私を気遣って安否確認のラインや電話を毎日くれる。,4.0,趣味で育てた観葉植物や手芸作品を喜んでもらっれくれた,4.0,家族の行事などは私を含めて全員で進行しお互いに満足な結果を喜び合う事が出来ている,4.0
34.0,自分自身は一人で自由に過ごすことが好きだし、たとえ誰とも会話しない時でも孤独感はあまりもたないでいられる。,False,,,,,2.0,兄妹親戚友人が良く連絡くれる。,4.0,よく、食事のお誘いを受けランチやお茶などしている。,3.0,付き合いの長い友人等とは家族ぐるみの付き合いをしているので、お互いの情報交換などしている。,4.0
28.0,仲のいいご近所さんがいて、いろいろ面倒を見てくれていて楽しいし、娘もいつも来てくれるから孤独感はない。,False,,,,,1.0,夜、家の電気がつかない心配してラインをくれる。,4.0,ファミリーサポートセンターに登録していて時々子供の面倒を見ている。,3.0,娘家族の家事を手伝えているときは、役に立っていると感じる。,4.0
66.0,いざと言う時に連絡出来る友達がいない。ほとんど連絡も来ない。,True,True,True,,,4.0,ペットを飼ってない。,1.0,何か発言する度に「訳のわからない事を言う」と家族から怒られたり、バカにされる。,2.0,家族から常にバカにされているから。,2.0
56.0,私は、40年前から、パソコンを使い回している。現代の老人は、成長感がなく、何も新しいことを学ぼうとせずに、昔のこと、病気のことをしか興味がなく、同じ話にうんざりをして話が合わない。老人は、愚痴ばかりこぼして、本当に、話が合わないが、自分を推し殺して、無理にお付き合いをしている自分が、時々嫌になる。,True,True,,True,,1.0,別に他人に求めるものではない。,1.0,色々、他人から愚痴をこぼす相手とか、頼りにされる。,4.0,情報は、事細かくネットで、調べ、検索するし、新しい、デジタル社会についていっているから。,4.0
50.0,家族はいるが仲の良い友達などは近くにはいない,True,True,,,,3.0,常に家族がそばにいてくれる,3.0,この歳でも働く場所をもてている,3.0,職場で良くしてもらっている,3.0
58.0,体調が悪くなった時助けてくれる人が誰もいない,True,True,,,,3.0,家で1人でいる事が多く話し相手が誰もいない,2.0,他人と共同作業する事が全くない,2.0,外の環境と交わる事が全くない,2.0
33.0,毎日周りの人に会ってはなす,False,,,,,2.0,毎日友人家族と楽しく過ごせる,4.0,地域で楽しくボランティア活動して周りの人に喜こんでもらえる,3.0,年に数回のボランティア活動と地区の祭など参加したい,3.0
57.0,仕事にエネルギーを取られるので、他の事に時間を取られたくない、,False,,,,,2.0,何かあると、家族が皆で協力する。,3.0,ある程度、仕事にやり甲斐を感じて続けられている。,3.0,自分の求める範囲で満たされていると感じる。,3.0
39.0,子供、孫、ペットなど周りに居るから、とても心強い。まだ役に立ってるので感謝されて生きがいを感じています。,False,,,,,3.0,ペットが調子悪くても、とてもいとおしい。,4.0,深入りしないのでストレスはそう感じない。近所の無神経には呆れますが。,4.0,それなりの付き合いで乗り越えることができる。,4.0
39.0,1週間のうち5日は習い事やスポーツのため、家に一人でいることはあまりないので孤独を感じることはない。またペットの世話もあり忙しく考えることもない,False,,,,,2.0,今飼っている猫は8年間一緒に暮らしているので、誰もいない生活は考えられない,4.0,病院などで知らない人と話すことで、待ち時間の退屈さやイライラ感が無くなるのは嬉しい,4.0,ダンスやテニスなどのサークルに所属しているので、何かの一員であることは常に思っている,4.0
43.0,現在の私は、泊まりのツアーに参加するのが楽しみです。ツアーに参加する人達とは一期一会の人達ばかりですが、そんな人達と鉄道やバスの隣りになった初めての人とも、外に観える景色以外にも会話が楽しみでもあります。,False,,,,,2.0,結婚している息子夫婦から、私の誕生日、母の日に必ず、何かしら持って夫婦で訪ねてくれます。お正月には、孫も一緒に訪ねてくれます。,3.0,現役時代の人達、13人でグループラインに入っていて、内2人が脱退したけど、私が旅行に行った時撮った写真をラインで送信したが、以前は各人が感想をくれたけど、最近は既読だけになって来た。中には、ちゃんと感想送ってくれる人もいる。,3.0,現役時代のライン仲間、私の姉妹、私の家族からラインや電話が時々あり、私としてはちょうど良い距離感。,4.0
45.0,いつも人と接する仕事をしているのって 孤独感はない,False,,,,,2.0,仕事をしていて いつも子供が一緒にいる,3.0,いつも忙しく働いている,4.0,働いているので忙しい,3.0
36.0,家族が近所に住んでいるし、趣味もある。毎日　好きなことをして　自由に過ごしている。金銭的にも特に不満はないから。,False,,,,,2.0,主人も子供たちや孫も　みんな気遣ってくれるし、好きなことをさせてくれている。,4.0,共働きの子供家族のために　孫を預かったり家事の手助けをしてあげることで感謝される。,3.0,家族はもちろん、近所の若いママたちに頼りにされていると思う。,3.0
53.0,それなりに 日々忙しく過ごしているのであまり感じない,False,,,,,2.0,家族からの安否確認は毎日のように入る,3.0,現在 人間関係は割と良いので,2.0,職場の雰囲気がとても良い,3.0
61.0,数年前に、近親者を亡くして、独り身となり、淋しさと、不安の中で、毎日強い孤独感におそわれている。,True,True,,,,3.0,独りでいることの不安と淋しさから、ペットを飼い始め、優しさをもらっている。,3.0,鬱状態が酷く、外に出ることもままならないので、人と接する機会がない。,2.0,前問で書いた通り、通院以外外部との接触がないので回答できない。,2.0
